peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
81.29,1.66,M,39,0,4,2,8,1,10,N,2,3,2
81.36,1.62,M,39,0,0,3,0,7,0,N,4,4,3
83.21,1.61,M,40,0,0,0,24,15,0,N,2,3,3
77.5,1.61,M,52,0,0,0,0,0,0,N,1,2,3
94.25,1.69,V,50,0,0,4,0,9,0,N,4,4,4
92.3,1.72,V,31,0,0,5,6,6,0,S,2,4,4
80.47,1.72,M,18,0,12,0,0,0,0,N,2,3,2
76.47,1.61,M,32,0,0,0,7,8,NA,S,1,2,4
82.17,1.71,V,52,0,10,3,0,2,0,N,2,4,4
91.71,1.72,M,58,0,11,6,15,6,0,N,2,3,4
101.31,1.85,V,39,0,1,5,0,2,0,N,1,1,0
77.73,1.64,M,43,0,0,2,0,6,0,N,2,2,1
82.9,1.63,M,35,0,4,2,20,19,0,N,4,4,3
54.5,1.74,V,66,120,0,0,0,0,1,N,3,4,3
76.11,1.62,M,45,0,0,1,0,6,0,N,3,3,3
83.27,1.8,V,47,0,0,1,0,6,1,N,1,3,0
86.3,1.65,M,47,0,0,4,7,0,0,N,3,4,3
78.46,1.68,M,52,0,4,0,12,5,1,N,0,0,0
48.81,1.62,M,18,50,0,4,6,0,0,N,2,4,3
48.41,1.64,M,36,70,5,0,11,4,0,N,3,4,4
102.71,1.8,V,20,0,0,0,4,3,0,N,2,2,2
83.72,1.62,M,68,0,0,0,10,4,0,N,3,3,2
74.39,1.63,V,67,0,15,4,19,13,0,N,1,2,2
87.04,1.76,V,32,20,0,0,18,5,0,N,1,2,4
79.5,1.65,M,18,0,0,0,0,0,0,N,1,3,2
71.3,1.72,M,46,20,0,3,0,0,0,N,1,2,3
75.69,1.65,M,39,0,15,0,0,6,0,N,2,1,1
92.11,1.77,M,22,0,0,5,1,4,0,N,0,0,0
83.26,1.68,M,61,0,0,0,0,1,0,N,3,4,4
66.83,1.69,M,31,20,0,0,0,9,0,N,1,2,3
51.54,1.63,M,46,40,0,1,5,0,0,N,2,2,3
91.79,1.77,V,53,0,3,0,17,10,0,N,1,0,0
81.65,1.72,V,24,0,3,0,19,8,0,N,0,1,1
78.38,1.63,M,18,0,6,0,13,11,0,N,1,2,3
76.05,1.66,M,55,10,0,1,4,0,0,N,2,4,4
84.94,1.65,M,26,0,0,0,7,2,0,N,1,1,1
98.5,1.8,V,31,0,0,2,0,0,0,N,0,2,3
83.31,1.65,M,27,0,0,1,6,0,0,N,2,4,3
83.92,1.71,V,37,0,0,0,8,0,1,N,1,2,2
81.68,1.69,M,27,0,9,6,3,3,0,N,1,1,1
93.78,1.72,V,52,0,0,0,14,0,4,N,2,4,4
79.91,1.66,M,39,0,6,0,4,3,0,N,3,4,3
77.48,1.75,V,73,0,0,0,0,0,0,N,0,3,1
58.32,1.8,V,28,170,0,6,0,4,0,N,1,4,4
82.38,1.78,V,47,0,26,0,15,9,0,N,1,3,4
47.82,1.63,M,44,60,0,2,0,0,0,N,4,4,4
88.97,1.77,V,44,0,7,0,8,7,0,N,1,2,1
93.88,1.79,V,26,0,0,8,1,0,0,N,0,1,0
53.87,1.73,V,32,130,0,3,7,4,0,N,2,2,3
79.97,1.63,M,45,0,0,3,8,7,1,N,1,2,2
85.9,1.73,V,52,0,16,2,10,3,1,N,2,3,4
74.05,1.65,M,34,0,6,0,0,5,0,N,1,2,2
83.11,1.64,M,32,0,0,9,5,1,0,N,1,3,3
105.27,1.77,V,36,0,8,3,14,0,0,N,3,3,3
74.75,1.6,M,60,0,16,2,14,7,0,N,1,4,4
80.59,1.65,M,38,0,0,0,15,7,0,N,2,2,1
88.75,1.72,M,48,0,0,0,16,12,11,N,1,1,2
76.69,1.67,M,32,0,8,1,8,2,0,N,1,4,4
81.21,1.7,V,18,0,0,6,4,10,4,S,4,4,2
88.08,1.78,V,37,0,0,0,1,3,0,N,1,3,2
93.71,1.75,V,25,0,0,0,8,2,0,N,0,2,2
91.41,1.72,V,50,0,0,1,3,0,0,N,1,3,4
81.29,1.66,M,34,0,0,1,0,4,0,N,2,4,4
55.76,1.76,V,59,40,10,0,7,5,0,N,0,2,3
78.34,1.6,M,34,0,0,0,11,2,0,N,2,3,4
93.05,1.77,V,19,0,0,7,1,0,0,N,1,1,2
60.53,1.52,M,56,0,27,1,15,0,5,N,2,3,2
81.62,1.62,M,41,0,0,3,23,12,0,N,3,4,2
55.76,1.76,M,40,150,0,0,6,8,0,N,0,1,0
97.19,1.74,V,54,0,0,5,0,0,0,N,2,1,2
80.42,1.64,M,41,0,0,0,12,7,0,N,1,2,1
92.02,1.8,V,38,10,0,3,10,4,0,N,1,4,4
55.76,1.76,V,63,40,6,4,6,0,0,N,1,2,1
70.24,1.74,V,49,30,0,0,4,0,0,N,2,3,2
74.87,1.65,M,44,0,8,0,0,0,0,N,1,2,2
96.97,1.73,V,52,0,0,1,5,1,0,N,2,3,3
86.93,1.68,M,37,0,4,3,0,1,0,N,2,2,1
89.05,1.72,V,20,0,0,3,1,0,0,N,2,2,1
58.96,1.73,V,63,40,0,5,16,5,0,N,0,0,0
65.54,1.75,V,25,30,0,3,6,9,0,N,3,3,3
80.41,1.71,M,51,10,0,5,0,1,0,N,2,4,4
59.62,1.82,V,40,110,6,1,0,5,0,N,1,1,0
89.11,1.81,V,44,0,12,1,0,5,0,N,3,4,4
106.8,1.81,V,18,0,1,8,0,0,0,N,1,3,3
53.25,1.72,V,20,60,8,6,1,0,0,N,2,3,3
82.84,1.72,V,38,10,11,3,9,0,0,N,1,2,3
94.02,1.81,V,22,0,0,0,7,5,0,N,0,0,0
86.06,1.75,V,30,0,0,0,0,0,0,N,1,2,2
83.4,1.69,M,18,0,1,2,0,7,0,N,0,0,0
64.74,1.76,V,57,20,5,1,0,0,0,N,1,1,0
77.81,1.74,V,32,0,9,0,1,0,NA,N,0,1,1
85.76,1.65,M,66,0,12,5,2,4,0,N,3,4,4
65.59,1.55,M,49,0,0,2,0,0,0,N,1,2,1
91.88,1.73,V,67,0,0,3,9,2,2,N,2,3,2
92.52,1.78,V,19,0,0,10,0,1,0,N,0,2,2
47.24,1.62,M,52,30,7,0,5,6,0,N,0,2,1
71.8,1.59,M,33,0,18,0,20,4,1,N,0,1,2
92.34,1.8,M,61,0,0,3,18,14,0,N,0,2,3
77.9,1.68,V,27,0,7,2,11,6,0,N,1,3,3
84.1,1.73,V,58,0,4,0,7,8,0,N,1,1,1
49.6,1.66,M,53,60,1,3,0,2,0,N,1,1,2
58.97,1.81,V,43,60,15,2,14,13,0,N,1,1,2
109.17,1.83,V,30,0,0,0,13,11,0,N,2,3,4
53.87,1.73,V,38,190,0,2,0,1,0,N,0,1,1
94.74,1.78,V,60,0,0,1,9,0,0,N,2,3,1
89.31,1.74,V,39,0,5,0,10,0,0,N,1,4,3
88.66,1.77,V,38,0,0,2,0,3,0,N,0,1,2
90.37,1.64,M,36,0,3,2,19,11,0,N,2,2,2
84.53,1.75,V,29,0,2,0,0,0,0,N,1,2,3
89.29,1.77,V,53,0,11,6,0,0,0,N,1,2,3
88.13,1.8,V,26,0,0,0,0,10,0,N,1,1,0
90.88,1.68,V,33,0,0,7,0,5,0,N,2,1,0
87.15,1.79,V,29,0,11,5,0,5,0,N,1,2,2
77.97,1.69,V,51,0,0,2,0,7,9,N,1,0,0
85.02,1.61,M,62,0,0,4,12,0,2,N,1,4,4
98.17,1.8,V,55,0,0,0,5,3,0,N,1,1,0
81.21,1.7,M,55,0,0,0,4,6,0,N,1,3,3
70.47,1.64,M,38,0,1,0,0,1,0,N,0,1,1
92.83,1.78,V,42,0,6,3,7,7,0,N,3,4,3
82.24,1.72,V,25,0,0,0,3,6,0,N,0,1,1
54.5,1.74,V,37,200,8,0,2,0,0,N,0,3,3
52.02,1.7,V,30,60,12,0,0,0,7,N,1,0,1
55.76,1.76,V,45,200,0,0,0,10,6,N,4,4,3
81.21,1.7,M,64,0,0,1,6,0,0,N,1,1,0
84.25,1.69,V,18,0,0,1,3,4,0,S,1,2,2
89.21,1.76,V,48,0,0,3,0,1,5,N,1,2,3
52.63,1.71,V,21,60,0,0,0,0,0,N,1,2,2
71.69,1.69,M,30,0,13,3,0,4,0,N,0,0,0
65.36,1.79,V,18,30,0,0,0,0,0,N,0,1,2
62.95,1.59,M,42,0,10,0,0,3,0,N,0,2,2
80.36,1.61,M,29,0,0,1,0,0,0,N,1,3,4
48.41,1.64,M,18,40,17,0,0,5,0,N,0,1,0
85.68,1.69,M,48,0,0,0,12,13,2,N,4,4,4
86.5,1.78,V,53,0,11,1,0,1,0,N,2,2,2
84.28,1.78,V,55,0,14,0,11,6,0,N,0,2,3
71.65,1.62,M,23,0,0,2,11,11,0,N,0,3,1
89.34,1.72,M,52,0,0,0,11,2,0,N,1,0,0
65.89,1.63,M,47,10,0,0,2,7,0,N,1,3,2
87.14,1.71,V,38,0,4,0,0,3,0,S,2,3,4
47.24,1.62,M,58,50,0,1,0,0,5,N,1,1,2
64.82,1.62,M,38,20,0,3,5,5,0,N,2,3,2
81.88,1.58,M,32,0,0,0,19,1,0,N,3,3,3
82.27,1.67,M,70,0,0,4,0,0,0,N,2,2,2
72.3,1.59,M,40,0,2,2,0,0,NA,N,1,3,4
85.11,1.69,M,18,0,6,1,2,5,0,N,2,4,4
52.02,1.7,M,35,120,3,5,8,9,3,N,0,0,0
89.34,1.72,M,22,0,1,0,0,3,0,S,2,4,3
73.47,1.6,M,45,0,17,4,8,0,5,N,3,4,2
66.4,1.58,M,24,0,6,0,0,0,0,N,1,3,2
85.08,1.74,V,24,0,0,5,1,3,0,N,1,3,2
48.41,1.64,M,51,70,0,3,0,1,0,N,2,2,0
101.56,1.81,V,27,0,13,0,22,9,0,N,2,3,2
90.3,1.78,V,18,0,2,0,0,0,0,N,1,3,3
87.8,1.8,V,35,0,13,1,0,6,0,N,2,3,3
76.63,1.62,M,28,0,4,6,9,15,0,N,2,1,1
66.16,1.64,M,21,20,0,0,0,0,0,N,0,1,3
48.41,1.64,M,36,60,0,0,0,0,4,N,1,1,1
77.81,1.74,V,39,0,11,1,7,5,0,N,1,2,0
74.5,1.6,M,61,0,0,1,0,0,0,N,2,3,4
77.11,1.69,M,21,0,0,0,3,7,0,N,0,2,1
81.95,1.65,M,33,0,0,1,14,3,0,N,1,2,2
83.63,1.71,V,45,0,0,0,0,1,8,N,1,3,3
64.85,1.77,V,36,30,0,1,0,3,0,N,1,2,1
68.32,1.64,M,75,0,0,0,2,8,0,N,1,2,1
88.73,1.66,M,35,0,1,1,23,14,0,N,4,4,3
80.54,1.69,V,66,0,6,3,4,0,0,N,1,1,1
82.43,1.6,M,47,0,0,0,18,0,0,N,1,2,1
72.23,1.71,V,64,10,9,0,13,6,3,N,2,3,2
72.83,1.69,V,37,0,13,2,8,7,0,N,0,0,0
99.49,1.78,M,40,0,7,2,6,8,0,N,2,4,4
70.24,1.65,M,57,0,4,0,4,6,0,N,0,1,1
80.52,1.77,V,21,10,1,2,3,5,0,N,2,4,4
71.8,1.59,M,37,0,4,0,14,3,4,N,0,1,2
69.55,1.62,M,53,0,0,2,0,1,0,N,0,1,0
88.89,1.73,V,51,0,4,0,0,2,0,N,2,4,4
80.31,1.65,M,44,0,0,0,15,7,0,N,1,1,1
97.96,1.71,V,18,0,0,0,19,11,0,N,4,4,3
56.36,1.65,M,55,20,0,4,0,5,0,N,0,1,1
98.37,1.77,V,27,0,2,6,0,6,0,N,2,4,4
83.8,1.73,V,22,0,9,6,0,3,0,N,0,0,1
97.73,1.79,V,18,0,13,1,19,4,0,N,2,3,2
49.6,1.66,M,56,140,0,1,7,7,0,N,3,3,4
51.41,1.69,M,51,50,4,0,0,3,0,N,0,1,2
95.77,1.73,M,32,0,0,3,5,1,0,N,1,2,4
95.4,1.82,V,42,0,2,1,0,4,0,N,2,4,2
46.66,1.61,M,50,100,0,5,0,0,2,N,0,0,1
80.88,1.67,M,49,0,0,4,3,0,0,N,2,2,3
90.96,1.75,V,35,0,0,2,0,0,0,N,1,1,1
85,1.73,M,23,0,0,0,5,16,0,N,2,3,4
102.53,1.79,V,22,0,0,0,9,3,0,N,2,2,2
73.98,1.6,V,21,0,0,6,0,6,3,N,2,3,3
80.34,1.7,V,52,0,1,0,19,20,0,N,3,4,2
91.74,1.74,M,33,0,0,0,4,0,0,N,1,0,0
50.2,1.67,M,31,180,0,0,2,3,0,N,2,3,1
84.9,1.77,V,53,0,0,0,21,17,5,N,0,2,2
94.82,1.67,M,42,0,0,0,11,3,0,S,3,4,4
80.81,1.73,V,44,0,11,0,25,19,0,N,0,1,1
57.67,1.79,V,27,70,0,0,21,3,6,N,2,4,1
85.97,1.71,V,18,0,15,6,0,0,0,N,3,4,3
57.67,1.79,V,45,180,10,1,0,0,0,N,2,3,3
81.71,1.67,M,49,0,15,3,10,0,0,N,2,1,2
88.16,1.72,V,31,0,0,4,0,1,0,N,0,2,3
90.34,1.75,V,68,0,4,3,0,0,0,N,2,3,1
85.34,1.67,M,21,0,3,0,10,5,4,N,1,4,4
81.58,1.71,V,36,0,10,6,0,3,0,N,2,2,1
88.82,1.69,M,48,0,0,2,19,14,0,N,2,3,3
66.54,1.78,V,54,20,15,4,0,0,0,N,1,2,2
43.8,1.56,M,61,60,0,0,0,0,0,N,1,2,1
93.57,1.71,V,18,0,4,0,0,1,0,N,4,4,4
79.5,1.82,V,49,0,11,0,0,0,0,N,1,1,2
55.76,1.76,V,50,20,24,2,4,7,0,N,1,1,0
87.57,1.72,V,38,0,7,5,10,12,0,N,0,1,2
47.24,1.62,M,43,30,16,0,0,3,6,N,1,2,1
72.32,1.55,M,44,0,0,0,7,0,0,N,1,3,2
57.87,1.66,V,18,40,8,7,20,10,0,N,2,3,3
73.25,1.56,M,44,0,4,3,13,8,6,N,3,3,3
100.88,1.77,V,32,0,6,3,13,0,0,N,1,3,4
52.63,1.71,M,51,50,10,5,0,0,0,N,0,0,0
86.47,1.77,V,34,0,0,0,6,4,0,N,1,3,2
93.99,1.77,V,80,0,0,0,11,7,0,N,3,4,4
73.22,1.8,V,27,30,0,3,0,0,2,S,2,4,4
81.29,1.68,M,31,0,8,0,8,4,0,N,1,3,4
99.12,1.76,V,40,0,0,1,7,0,0,N,1,1,2
67.07,1.6,M,23,0,0,0,0,2,0,N,0,1,0
74.58,1.59,M,24,0,0,5,0,4,0,N,2,3,3
78.66,1.71,V,33,0,10,1,0,0,3,N,1,3,2
49.3,1.57,M,52,10,20,0,8,5,0,N,0,3,4
66.67,1.71,V,20,20,2,0,1,0,0,N,1,3,2
74.91,1.61,M,57,0,8,3,14,6,0,S,0,2,2
87.63,1.66,M,39,0,0,5,0,0,0,N,2,3,2
67.91,1.7,M,23,20,4,0,11,12,0,S,2,1,1
57.03,1.78,V,32,40,1,0,0,0,0,S,0,2,2
75.19,1.63,M,48,0,0,1,0,0,0,N,1,1,1
79.09,1.66,M,47,0,1,0,7,3,5,N,1,4,3
84.97,1.7,M,42,0,0,5,0,7,0,N,1,3,2
91.73,1.68,M,43,0,0,3,0,6,0,N,3,3,3
81.57,1.66,M,40,0,4,3,0,0,0,S,1,2,2
79.03,1.68,V,38,0,11,3,8,3,0,N,1,2,1
47.24,1.62,M,58,80,0,0,13,6,0,N,1,2,1
70.24,1.74,V,36,20,1,0,5,5,3,N,1,3,3
100.12,1.78,V,36,0,0,0,3,0,0,N,2,1,2
93.68,1.73,V,52,0,0,0,12,6,0,N,1,1,2
93.41,1.75,V,32,0,0,0,0,0,1,N,3,4,4
80.42,1.64,M,44,0,0,3,10,4,1,N,0,0,1
75.89,1.76,V,51,0,15,3,0,8,7,N,0,0,2
77.25,1.67,M,34,0,13,3,6,0,0,N,0,0,0
76.54,1.6,M,72,0,0,8,5,5,0,N,1,1,1
90.14,1.76,V,46,0,3,2,2,3,4,N,3,4,3
83.97,1.69,V,35,0,0,1,0,0,0,N,2,2,1
67.15,1.58,M,46,0,0,1,0,4,0,N,1,3,2
50.8,1.68,M,46,60,0,8,5,0,2,N,0,2,1
79.47,1.7,M,36,0,5,4,0,0,4,S,0,0,0
74.64,1.58,M,34,0,0,4,10,4,0,N,1,4,4
98.7,1.74,V,34,0,0,0,8,11,0,N,3,4,4
85.14,1.75,V,48,0,0,0,3,4,0,N,1,3,3
65.62,1.52,M,41,0,0,2,4,1,0,N,0,2,1
88.14,1.7,V,44,0,0,3,11,6,0,N,1,4,4
69.51,1.57,M,54,10,5,0,14,0,0,N,1,3,2
98.17,1.8,V,61,0,5,2,4,1,0,N,2,2,4
49,1.65,M,30,60,0,0,1,1,0,N,2,3,3
99.13,1.83,V,29,0,0,1,2,6,0,N,1,3,3
79.61,1.76,V,35,20,0,5,0,3,0,N,2,2,4
93.24,1.79,V,51,0,8,4,0,0,0,N,1,4,4
73.38,1.68,M,29,0,14,2,0,0,0,N,0,1,1
76.2,1.68,V,25,0,0,0,2,12,0,N,3,3,2
99.14,1.8,V,52,0,0,7,0,0,0,N,1,2,2
81.11,1.69,V,30,0,0,0,0,4,0,N,1,1,0
90.09,1.73,V,34,0,0,0,9,9,1,N,1,2,3
57.03,1.78,V,50,140,14,7,1,0,2,N,0,0,0
77.49,1.71,V,19,0,0,0,5,9,0,N,0,0,0
84.83,1.69,M,72,0,3,0,17,2,0,N,2,4,2
98.37,1.79,V,32,0,9,0,12,4,0,N,3,4,3
77.46,1.64,M,43,0,0,3,7,5,0,N,1,2,0
50.2,1.67,V,52,70,16,6,0,10,0,N,1,3,2
70.2,1.64,M,38,0,25,4,11,6,0,N,2,2,2
73.36,1.61,M,46,0,0,1,13,7,0,N,0,3,1
88.11,1.79,V,54,0,0,2,8,7,0,N,0,3,2
90.34,1.75,V,50,0,2,1,7,0,0,N,1,2,3
87.59,1.75,V,53,0,12,2,0,0,3,N,1,1,1
80.61,1.61,M,36,0,0,8,5,0,0,N,1,2,0
47.24,1.62,M,40,50,2,3,0,8,0,N,1,3,3
89.79,1.73,V,47,0,0,1,22,16,0,N,1,3,4
95.16,1.79,V,48,0,8,7,0,0,0,N,2,4,3
82.39,1.66,M,36,0,0,5,23,17,0,N,1,1,1
53.25,1.72,V,43,100,0,0,0,0,0,N,0,1,0
87.72,1.77,V,20,0,8,1,14,11,0,N,2,2,2
63.75,1.71,M,26,20,15,2,14,8,0,N,1,1,2
80.38,1.6,M,20,0,0,0,24,20,0,N,0,1,1
65.22,1.54,M,22,0,4,2,5,2,0,N,2,3,1
66.16,1.65,M,42,10,15,4,0,5,0,N,0,2,0
54.5,1.74,V,29,120,6,0,3,0,0,N,1,2,1
91.19,1.88,V,33,0,21,3,0,3,0,N,2,1,1
60.12,1.68,M,43,30,8,7,13,2,2,N,0,0,0
94.87,1.73,M,49,0,0,0,17,5,0,N,2,3,3
90.68,1.73,V,36,0,0,0,6,1,0,N,1,1,2
69.72,1.67,V,48,0,14,1,4,12,0,N,1,3,3
92.78,1.73,V,30,0,7,0,6,1,0,N,2,3,3
82.39,1.66,M,53,0,0,0,0,0,0,N,2,2,3
56.39,1.77,V,35,120,8,0,6,1,0,N,2,3,2
92.01,1.72,V,36,0,18,0,0,2,0,N,3,4,4
103.2,1.81,V,30,0,0,1,9,1,4,N,1,2,3
89.3,1.7,V,49,0,0,5,0,0,0,N,1,1,1
89.19,1.71,V,64,0,0,3,0,2,0,N,3,4,4
99.53,1.75,V,50,0,3,7,10,3,0,N,2,2,3
71.74,1.63,M,49,0,2,3,0,6,0,N,2,4,4
85.6,1.73,M,88,0,0,0,0,0,0,N,2,2,2
96.49,1.77,V,49,0,0,2,20,12,0,N,2,2,1
53.87,1.73,V,44,60,0,1,4,0,0,N,0,1,1
89.8,1.67,M,51,0,0,0,16,1,0,N,2,1,1
86.18,1.78,V,69,0,0,0,6,0,0,N,0,1,0
99.22,1.75,V,23,0,0,3,0,0,0,N,3,4,4
63.96,1.83,V,42,40,0,1,24,11,0,N,1,1,0
81.68,1.69,M,18,0,16,5,4,0,0,N,1,1,2
88.43,1.7,M,29,0,7,0,16,7,0,N,1,0,1
52.63,1.71,V,34,50,0,2,3,6,6,N,0,3,1
46.66,1.61,M,50,50,0,0,6,14,0,N,1,4,4
77.81,1.67,V,40,0,0,0,11,10,0,N,0,1,0
48.41,1.64,M,41,50,0,0,16,10,0,N,1,1,0
52.63,1.71,V,44,130,8,0,2,0,0,N,3,4,4
69.25,1.54,M,40,0,0,0,0,4,0,N,1,2,4
74.72,1.55,M,46,0,0,2,24,13,0,N,1,4,4
85.21,1.8,V,29,10,20,4,4,1,0,N,1,1,0
50.8,1.68,M,62,70,0,0,0,0,2,N,1,3,2
82.41,1.68,M,50,0,0,1,7,3,0,N,0,1,1
85.55,1.78,V,30,0,4,1,8,12,0,N,0,1,2
83.93,1.59,M,26,0,4,3,3,4,0,N,3,4,4
55.76,1.76,V,49,90,0,1,0,0,0,N,2,3,2
86.12,1.7,M,39,0,0,0,0,2,0,N,2,2,1
43.8,1.56,M,37,50,6,0,19,3,0,N,0,3,3
70.67,1.63,M,39,0,9,0,0,3,0,N,1,4,4
50.8,1.68,M,19,190,8,2,1,1,0,N,2,1,1
49.6,1.66,M,31,80,4,1,0,0,0,N,2,2,1
71.73,1.57,M,54,0,21,0,13,3,0,N,2,3,4
55.67,1.64,M,70,30,2,0,11,5,0,N,1,3,3
76.5,1.65,M,26,0,0,0,7,5,0,N,1,3,2
57.67,1.79,V,38,50,4,0,30,19,0,N,0,0,0
54.51,1.56,M,20,20,0,0,0,11,1,N,1,1,0
87.79,1.79,V,53,0,10,1,0,0,0,S,1,1,0
80.16,1.82,V,42,20,0,4,0,6,0,N,2,2,4
45.51,1.59,M,55,150,1,0,0,0,0,N,1,2,0
66.16,1.63,V,19,0,18,2,0,6,0,N,2,2,0
78.64,1.77,V,28,0,20,0,0,8,0,N,2,3,3
65.09,1.74,V,50,30,5,3,8,8,0,N,2,3,2
83.86,1.74,V,41,0,2,1,0,8,0,N,2,4,4
87.09,1.73,V,44,0,0,1,3,3,0,N,1,3,3
81.57,1.68,V,48,0,11,3,0,4,0,N,2,2,3
93.41,1.75,V,46,0,0,3,0,0,0,N,1,1,1
59.62,1.82,V,60,190,0,0,11,10,0,N,2,3,4
49.6,1.66,M,61,70,2,0,1,4,0,N,2,3,2
64.82,1.62,M,36,0,29,0,2,3,0,N,1,2,1
99.12,1.76,V,22,0,0,0,22,15,0,S,0,1,2
95.26,1.8,V,29,0,0,0,16,8,0,N,0,3,1
85.09,1.71,V,55,0,0,0,6,2,0,N,0,2,4
64.07,1.51,M,38,0,0,0,7,0,0,N,0,1,1
57.03,1.78,V,29,60,0,5,0,6,0,N,2,3,2
78.81,1.66,M,55,0,8,0,8,7,0,N,3,4,3
85.21,1.65,V,28,0,10,8,0,0,0,N,2,3,4
90.06,1.71,V,69,0,0,7,0,0,0,N,1,1,2
102.84,1.76,M,28,0,0,0,14,0,0,N,2,3,2
73.12,1.69,M,20,0,10,3,0,4,0,N,0,3,3
60.6,1.56,M,45,20,0,0,0,0,0,N,1,2,3
52.63,1.71,M,40,60,0,10,0,0,0,N,1,2,2
91.57,1.75,V,44,0,0,0,22,8,0,N,0,0,0
50.22,1.63,M,43,40,0,0,0,0,0,N,1,1,3
55.76,1.76,V,18,190,0,0,11,11,4,N,2,2,0
83.26,1.68,M,42,0,0,0,17,10,0,N,1,2,1
49,1.65,M,53,60,0,0,0,0,0,N,1,1,2
86.85,1.65,M,58,0,1,5,6,0,0,N,1,0,1
65.32,1.57,M,73,0,7,2,0,0,0,N,2,3,2
86.11,1.76,V,25,0,7,5,0,5,0,N,0,2,2
94.84,1.79,V,23,0,10,1,6,0,0,N,3,4,4
57.03,1.78,V,65,160,4,0,0,2,0,N,2,3,3
54.5,1.74,V,42,50,0,3,11,10,0,N,2,2,3
80.63,1.7,M,31,0,7,0,2,7,12,N,4,4,4
57.03,1.78,V,43,190,13,4,13,9,2,N,3,4,4
77.98,1.66,V,36,0,11,2,3,7,0,N,2,2,2
69.49,1.54,M,43,0,1,3,8,3,0,N,1,3,2
84.1,1.73,V,37,0,7,0,17,19,0,S,0,0,0
94.28,1.73,V,22,0,0,0,0,0,0,N,2,3,3
96.58,1.74,V,43,0,3,0,5,0,0,N,2,3,4
81.91,1.59,M,49,0,0,1,9,11,0,N,3,4,4
72.84,1.61,M,42,0,0,6,0,0,0,N,0,1,0
74.01,1.62,V,60,0,0,0,15,7,1,N,1,2,2
91.07,1.84,V,37,0,11,4,0,5,0,N,1,2,3
103.36,1.8,V,50,0,2,0,5,0,0,N,2,4,2
92.69,1.71,V,35,0,0,0,11,0,0,N,1,2,1
94.3,1.77,V,32,0,0,0,0,0,0,N,1,2,3
80.74,1.66,V,23,0,0,0,0,0,0,N,0,1,0
79.06,1.61,M,63,0,8,2,22,7,0,N,2,4,3
85.38,1.71,V,48,0,12,0,1,3,0,N,2,3,4
77.46,1.64,M,18,0,0,4,15,10,4,N,0,1,2
47.82,1.63,M,72,30,0,2,0,5,0,N,0,0,0
70.4,1.58,M,54,0,0,0,0,0,0,N,2,4,4
61.41,1.71,M,28,20,0,2,7,9,6,N,0,3,0
76.14,1.67,V,38,10,0,1,3,5,0,N,2,4,4
89.35,1.78,V,34,0,5,0,8,6,0,N,1,1,0
86.73,1.76,V,21,0,0,0,0,4,5,N,2,2,2
77.81,1.72,V,37,0,18,2,11,10,0,N,1,3,4
79.93,1.75,V,51,0,11,3,0,0,0,S,1,1,0
43.8,1.56,M,21,80,7,1,7,1,0,N,0,1,0
90.46,1.7,M,45,0,0,1,9,0,0,N,1,2,3
50.2,1.67,M,55,160,18,2,27,7,0,N,0,1,0
80.96,1.64,M,45,0,5,0,10,2,0,N,1,3,3
47.76,1.62,M,43,40,0,3,0,2,0,N,0,2,2
73.75,1.62,M,41,0,14,2,9,6,0,N,2,2,2
90.85,1.77,M,38,0,0,1,3,0,0,N,1,3,3
72.82,1.68,V,32,0,2,0,0,4,0,N,0,2,2
72.69,1.65,M,26,0,6,2,0,6,4,N,1,3,2
76.21,1.61,M,39,0,4,2,0,4,0,N,1,3,4
86.08,1.68,V,30,0,0,5,0,0,0,N,1,2,3
45.51,1.59,M,33,70,0,0,0,0,0,N,0,2,2
49,1.65,M,52,40,0,0,7,3,1,N,1,1,2
101.51,1.77,V,42,0,0,3,12,8,0,N,2,3,4
46.66,1.61,M,51,50,0,1,0,0,0,N,2,3,4
75.78,1.66,M,33,0,7,1,3,4,0,N,1,1,0
52.63,1.71,V,46,80,4,0,6,0,3,N,0,2,2
72.32,1.61,M,35,0,5,0,4,4,0,N,0,1,1
81.71,1.67,M,46,0,0,2,1,0,0,N,1,3,4
84.1,1.7,M,41,0,6,0,2,0,0,N,1,2,3
53.25,1.72,V,18,150,0,0,27,8,6,N,0,1,0
90.82,1.69,V,36,0,0,0,20,12,0,N,2,4,2
92.86,1.68,V,18,0,0,1,22,7,0,N,2,3,2
58.32,1.8,V,41,220,0,3,5,0,0,N,0,0,0
80.52,1.77,V,43,20,0,2,12,4,0,N,0,3,4
76.26,1.69,M,77,0,12,0,0,2,0,N,1,0,0
86.18,1.67,M,23,0,0,2,0,6,0,N,2,2,3
49.6,1.66,M,37,50,19,0,13,5,0,N,1,3,4
88.13,1.8,V,51,0,13,4,0,0,0,N,2,3,4
83.91,1.75,V,40,0,17,3,11,6,0,N,1,2,3
103.61,1.78,V,39,0,0,1,17,7,0,N,1,1,1
94.74,1.78,V,55,0,0,0,0,0,0,N,0,0,0
92.34,1.8,V,33,0,0,1,0,0,0,N,2,2,4
98.05,1.79,V,33,0,0,5,6,5,0,N,2,4,2
55.5,1.67,M,22,30,1,0,0,0,0,N,0,2,3
55.12,1.75,V,54,100,21,0,0,0,4,N,1,1,1
